"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000027","Council area","Shetland Islands",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,12,35.1,2.4
"S12000027","Council area","Shetland Islands",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,9.3,30.4,1.4
"S12000027","Council area","Shetland Islands",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,9.8,30.7,1.6
"S12000027","Council area","Shetland Islands",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,7.7,27.7,0.9
"S12000027","Council area","Shetland Islands",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,6,24.6,0.4
"S12000027","Council area","Shetland Islands",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,0.8,15.5,0
"S12000027","Council area","Shetland Islands",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.5,17.2,0
"S12000027","Council area","Shetland Islands",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,0.8,16.1,0
"S12000027","Council area","Shetland Islands",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,0.8,15.8,0
"S12000027","Council area","Shetland Islands",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.6,18.2,0
"S12000027","Council area","Shetland Islands",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.7,18.9,0
"S12000027","Council area","Shetland Islands",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.8,19.7,0
"S12000027","Council area","Shetland Islands",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.9,20.7,0
"S12000027","Council area","Shetland Islands",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,2,22.1,0
"S12000028","Council area","South Ayrshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,5,11.8,1.6
"S12000028","Council area","South Ayrshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,4.8,11.3,1.5
"S12000028","Council area","South Ayrshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,5.1,11.7,1.7
"S12000028","Council area","South Ayrshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,4.7,11.1,1.5
"S12000028","Council area","South Ayrshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.7,9.6,0.9
"S12000028","Council area","South Ayrshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,4.8,11.1,1.5
"S12000028","Council area","South Ayrshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,4.4,10.6,1.3
"S12000028","Council area","South Ayrshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,4.3,10.5,1.2
"S12000028","Council area","South Ayrshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,4.1,10.3,1.1
"S12000028","Council area","South Ayrshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,4.3,10.5,1.3
"S12000028","Council area","South Ayrshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.4,9.3,0.8
"S12000028","Council area","South Ayrshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.4,9.4,0.8
"S12000028","Council area","South Ayrshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.9,8.6,0.5
"S12000028","Council area","South Ayrshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,3,9,0.5
"S12000028","Council area","South Ayrshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.7,8.7,0.4
"S12000028","Council area","South Ayrshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.6,8.8,0.3
"S12000029","Council area","South Lanarkshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",13.6,4.2,7,2.2
"S12000029","Council area","South Lanarkshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",13,3.9,6.6,2.1
"S12000029","Council area","South Lanarkshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",12.2,3.5,6.1,1.8
"S12000029","Council area","South Lanarkshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",12.4,3.6,6.2,1.9
"S12000029","Council area","South Lanarkshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.6,2.7,5.1,1.3
"S12000029","Council area","South Lanarkshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,2.6,4.9,1.2
"S12000029","Council area","South Lanarkshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,1.9,4.1,0.8
"S12000029","Council area","South Lanarkshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,2,4.2,0.8
"S12000029","Council area","South Lanarkshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.2,2.1,4.3,0.9
"S12000029","Council area","South Lanarkshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,2.4,4.7,1
"S12000029","Council area","South Lanarkshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,2.2,4.5,0.9
"S12000029","Council area","South Lanarkshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.8,2.4,4.7,1
"S12000029","Council area","South Lanarkshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,2.5,4.9,1.1
"S12000029","Council area","South Lanarkshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,2.3,4.7,1
"S12000029","Council area","South Lanarkshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.2,2.3,4.7,0.9
"S12000029","Council area","South Lanarkshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,2.3,4.7,0.9
"S12000030","Council area","Stirling",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.2,2.5,8.5,0.3
"S12000030","Council area","Stirling",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.9,9.1,0.5
"S12000030","Council area","Stirling",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,3.1,9.5,0.6
"S12000030","Council area","Stirling",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.9,10.7,0.9
"S12000030","Council area","Stirling",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,4.1,11.1,1
"S12000030","Council area","Stirling",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,4,11,0.9
"S12000030","Council area","Stirling",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,4,11.1,0.9
"S12000030","Council area","Stirling",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,4.1,11.3,0.9
"S12000030","Council area","Stirling",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.9,9.5,0.4
"S12000030","Council area","Stirling",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,2.2,8.4,0.2
"S12000030","Council area","Stirling",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.7,7.7,0.1
"S12000030","Council area","Stirling",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.7,7.7,0.1
"S12000030","Council area","Stirling",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,1.2,7,0
"S12000030","Council area","Stirling",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,2.1,8.4,0.1
"S12000030","Council area","Stirling",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,3.2,10.3,0.5
"S12000030","Council area","Stirling",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,3.5,11.1,0.6
"S12000033","Council area","Aberdeen City",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.6,5.6,9.8,2.8
"S12000033","Council area","Aberdeen City",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11.8,5.5,9.6,2.8
"S12000033","Council area","Aberdeen City",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",11,4.9,8.7,2.4
"S12000033","Council area","Aberdeen City",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.8,4.6,8.2,2.3
"S12000033","Council area","Aberdeen City",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.2,4.1,7.5,2
"S12000033","Council area","Aberdeen City",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,3.1,6.2,1.3
"S12000033","Council area","Aberdeen City",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.4,3.6,6.7,1.7
"S12000033","Council area","Aberdeen City",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10,3.9,7.1,1.8
"S12000033","Council area","Aberdeen City",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.8,4.2,7.5,2.1
"S12000033","Council area","Aberdeen City",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.6,4.1,7.4,2
"S12000033","Council area","Aberdeen City",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",10.6,4.1,7.4,2
"S12000033","Council area","Aberdeen City",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.8,3.5,6.7,1.6
"S12000033","Council area","Aberdeen City",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,3.3,6.4,1.4
"S12000033","Council area","Aberdeen City",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6,2.5,5.4,0.9
"S12000033","Council area","Aberdeen City",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,2.5,5.5,0.9
"S12000033","Council area","Aberdeen City",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,3.1,6.4,1.2
"S12000034","Council area","Aberdeenshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.4,3.5,6.7,1.5
"S12000034","Council area","Aberdeenshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,3.6,6.8,1.6
"S12000034","Council area","Aberdeenshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.4,3.3,6.3,1.4
"S12000034","Council area","Aberdeenshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,2.8,5.6,1.1
"S12000034","Council area","Aberdeenshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8,2.9,5.8,1.3
"S12000034","Council area","Aberdeenshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,3,5.8,1.3
"S12000034","Council area","Aberdeenshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,2.7,5.5,1.1
"S12000034","Council area","Aberdeenshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,2.7,5.5,1.1
"S12000034","Council area","Aberdeenshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.2,3,5.8,1.3
"S12000034","Council area","Aberdeenshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,2.7,5.4,1.1
"S12000034","Council area","Aberdeenshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,2.6,5.3,1.1
"S12000034","Council area","Aberdeenshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.2,2.2,4.8,0.8
"S12000034","Council area","Aberdeenshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,1.9,4.3,0.6
"S12000034","Council area","Aberdeenshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,1.9,4.3,0.6
"S12000034","Council area","Aberdeenshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,2.3,5,0.8
"S12000034","Council area","Aberdeenshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,2.3,5.2,0.8
"S12000035","Council area","Argyll & Bute",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,4.2,11.8,0.9
"S12000035","Council area","Argyll & Bute",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,4.2,11.8,0.9
"S12000035","Council area","Argyll & Bute",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,4.4,12,1
"S12000035","Council area","Argyll & Bute",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,3.1,10,0.5
"S12000035","Council area","Argyll & Bute",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,3.1,10.1,0.5
"S12000035","Council area","Argyll & Bute",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.8,8.1,0.1
"S12000035","Council area","Argyll & Bute",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.5,7.6,0
"S12000035","Council area","Argyll & Bute",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,1.8,8.2,0.1
"S12000035","Council area","Argyll & Bute",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,2.2,8.9,0.2
"S12000035","Council area","Argyll & Bute",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,1.7,8.1,0
"S12000035","Council area","Argyll & Bute",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,2,8.7,0.1
"S12000035","Council area","Argyll & Bute",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,1.4,8,0
"S12000035","Council area","Argyll & Bute",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,1.2,7.6,0
"S12000035","Council area","Argyll & Bute",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,1.2,7.8,0
"S12000035","Council area","Argyll & Bute",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,1.2,8.1,0
"S12000035","Council area","Argyll & Bute",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,1.3,8.3,0
"S12000036","Council area","City of Edinburgh",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.8,4.9,7.4,3.1
"S12000036","Council area","City of Edinburgh",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.6,4.8,7.2,3
"S12000036","Council area","City of Edinburgh",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23,4.7,7,3
"S12000036","Council area","City of Edinburgh",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22,4.3,6.5,2.7
"S12000036","Council area","City of Edinburgh",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22,4.2,6.3,2.6
"S12000036","Council area","City of Edinburgh",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22,4.1,6.1,2.5
"S12000036","Council area","City of Edinburgh",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.4,4.1,6.1,2.6
"S12000036","Council area","City of Edinburgh",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",21.4,3.9,5.9,2.4
"S12000036","Council area","City of Edinburgh",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,3.7,5.7,2.3
"S12000036","Council area","City of Edinburgh",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,3.8,5.8,2.3
"S12000036","Council area","City of Edinburgh",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,3.7,5.8,2.3
"S12000036","Council area","City of Edinburgh",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.4,3.6,5.7,2.2
"S12000036","Council area","City of Edinburgh",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19,3.6,5.7,2.2
"S12000036","Council area","City of Edinburgh",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.2,3.8,5.9,2.3
"S12000036","Council area","City of Edinburgh",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.4,3.6,5.7,2.1
"S12000036","Council area","City of Edinburgh",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.8,3.5,5.7,2
"S12000038","Council area","Renfrewshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9.2,5,9.5,2.3
"S12000038","Council area","Renfrewshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,4,8.1,1.6
"S12000038","Council area","Renfrewshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.8,4.1,8.2,1.7
"S12000038","Council area","Renfrewshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,4,8,1.7
"S12000038","Council area","Renfrewshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.8,4.1,8.1,1.7
"S12000038","Council area","Renfrewshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.4,4.4,8.5,1.9
"S12000038","Council area","Renfrewshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,4.7,8.8,2.1
"S12000038","Council area","Renfrewshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,3.6,7.5,1.4
"S12000038","Council area","Renfrewshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,3.4,7.2,1.3
"S12000038","Council area","Renfrewshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,2.7,6.4,0.9
"S12000038","Council area","Renfrewshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,2.3,5.8,0.7
"S12000038","Council area","Renfrewshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,2.1,5.6,0.5
"S12000038","Council area","Renfrewshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,2.4,6,0.7
"S12000038","Council area","Renfrewshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,2.9,6.7,0.9
"S12000038","Council area","Renfrewshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,3.2,7.2,1.1
"S12000038","Council area","Renfrewshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,4.1,8.5,1.6
"S12000039","Council area","West Dunbartonshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.8,8.9,16.9,4
"S12000039","Council area","West Dunbartonshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,7.2,14.6,3
"S12000039","Council area","West Dunbartonshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,7.1,14.3,2.9
"S12000039","Council area","West Dunbartonshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.6,5.3,11.7,1.8
"S12000039","Council area","West Dunbartonshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.2,8.7,0.7
"S12000039","Council area","West Dunbartonshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.2,8.7,0.7
"S12000039","Council area","West Dunbartonshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.2,8.8,0.7
"S12000039","Council area","West Dunbartonshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.5,7.8,0.4
"S12000039","Council area","West Dunbartonshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.9,8.5,0.6
"S12000039","Council area","West Dunbartonshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.6,8.1,0.4
"S12000039","Council area","West Dunbartonshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,1.8,7,0.2
"S12000039","Council area","West Dunbartonshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.4,2.5,8.3,0.4
"S12000039","Council area","West Dunbartonshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,2.2,7.8,0.2
"S12000039","Council area","West Dunbartonshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,2.2,8,0.2
